id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
11411,Wolf 1061 c,14,3.41 Earths,10.1,2015
11412,Wolf 1061 d,14,7.7 Earths,10.1,2015
11413,Wolf 503 b,145,6.26 Earths,10.27,2018
11414,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11415,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11416,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11417,XO-1 b,534,0.83 Jupiters,11.251,2006
11418,XO-2 N b,503,0.566 Jupiters,11.246,2007
11419,XO-2 S b,494,0.26 Jupiters,11.196,2014
11420,XO-2 S c,494,1.37 Jupiters,11.196,2014
11421,XO-3 b,695,7.29 Jupiters,9.854,2007
11422,XO-4 b,889,1.42 Jupiters,10.814,2008
11423,XO-5 b,901,1.19 Jupiters,12.198,2008
11424,XO-6 b,768,4.4 Jupiters,10.247,2016
11425,XO-7 b,764,0.709 Jupiters,10.521,2019
11426,YSES 2 b,357,6.3 Jupiters,10.885,2021
11427,YZ Ceti b,12,0.7 Earths,12.074,2017
11428,YZ Ceti c,12,1.14 Earths,12.074,2017
11429,YZ Ceti d,12,1.09 Earths,12.074,2017
11430,Wolf 1061 b,14,1.91 Earths,10.1,2015
11431,Wolf 1061 c,14,3.41 Earths,10.1,2015
11432,Wolf 1061 d,14,7.7 Earths,10.1,2015
11433,Wolf 503 b,145,6.26 Earths,10.27,2018
11434,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11435,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11436,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11437,XO-1 b,534,0.83 Jupiters,11.251,2006
11438,XO-2 N b,503,0.566 Jupiters,11.246,2007
11439,XO-2 S b,494,0.26 Jupiters,11.196,2014
11440,XO-2 S c,494,1.37 Jupiters,11.196,2014
11441,XO-3 b,695,7.29 Jupiters,9.854,2007
11442,XO-4 b,889,1.42 Jupiters,10.814,2008
11443,XO-5 b,901,1.19 Jupiters,12.198,2008
11444,XO-6 b,768,4.4 Jupiters,10.247,2016
11445,XO-7 b,764,0.709 Jupiters,10.521,2019
11446,YSES 2 b,357,6.3 Jupiters,10.885,2021
11447,YZ Ceti b,12,0.7 Earths,12.074,2017
11448,YZ Ceti c,12,1.14 Earths,12.074,2017
11449,YZ Ceti d,12,1.09 Earths,12.074,2017
11450,Wolf 1061 b,14,1.91 Earths,10.1,2015
11451,Wolf 1061 c,14,3.41 Earths,10.1,2015
11452,Wolf 1061 d,14,7.7 Earths,10.1,2015
11453,Wolf 503 b,145,6.26 Earths,10.27,2018
11454,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11455,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11456,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11457,XO-1 b,534,0.83 Jupiters,11.251,2006
11458,XO-2 N b,503,0.566 Jupiters,11.246,2007
11459,XO-2 S b,494,0.26 Jupiters,11.196,2014
11460,XO-2 S c,494,1.37 Jupiters,11.196,2014
11461,XO-3 b,695,7.29 Jupiters,9.854,2007
11462,XO-4 b,889,1.42 Jupiters,10.814,2008
11463,XO-5 b,901,1.19 Jupiters,12.198,2008
11464,XO-6 b,768,4.4 Jupiters,10.247,2016
11465,XO-7 b,764,0.709 Jupiters,10.521,2019
11466,YSES 2 b,357,6.3 Jupiters,10.885,2021
11467,YZ Ceti b,12,0.7 Earths,12.074,2017
11468,YZ Ceti c,12,1.14 Earths,12.074,2017
11469,YZ Ceti d,12,1.09 Earths,12.074,2017
11470,Wolf 1061 b,14,1.91 Earths,10.1,2015
11471,Wolf 1061 c,14,3.41 Earths,10.1,2015
11472,Wolf 1061 d,14,7.7 Earths,10.1,2015
11473,Wolf 503 b,145,6.26 Earths,10.27,2018
11474,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11475,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11476,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11477,XO-1 b,534,0.83 Jupiters,11.251,2006
11478,XO-2 N b,503,0.566 Jupiters,11.246,2007
11479,XO-2 S b,494,0.26 Jupiters,11.196,2014
11480,XO-2 S c,494,1.37 Jupiters,11.196,2014
11481,XO-3 b,695,7.29 Jupiters,9.854,2007
11482,XO-4 b,889,1.42 Jupiters,10.814,2008
11483,XO-5 b,901,1.19 Jupiters,12.198,2008
11484,XO-6 b,768,4.4 Jupiters,10.247,2016
11485,XO-7 b,764,0.709 Jupiters,10.521,2019
11486,YSES 2 b,357,6.3 Jupiters,10.885,2021
11487,YZ Ceti b,12,0.7 Earths,12.074,2017
11488,YZ Ceti c,12,1.14 Earths,12.074,2017
11489,YZ Ceti d,12,1.09 Earths,12.074,2017
11490,Wolf 1061 b,14,1.91 Earths,10.1,2015
11491,Wolf 1061 c,14,3.41 Earths,10.1,2015
11492,Wolf 1061 d,14,7.7 Earths,10.1,2015
11493,Wolf 503 b,145,6.26 Earths,10.27,2018
11494,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11495,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11496,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11497,XO-1 b,534,0.83 Jupiters,11.251,2006
11498,XO-2 N b,503,0.566 Jupiters,11.246,2007
11499,XO-2 S b,494,0.26 Jupiters,11.196,2014
11500,XO-2 S c,494,1.37 Jupiters,11.196,2014
11501,XO-3 b,695,7.29 Jupiters,9.854,2007
11502,XO-4 b,889,1.42 Jupiters,10.814,2008
11503,XO-5 b,901,1.19 Jupiters,12.198,2008
11504,XO-6 b,768,4.4 Jupiters,10.247,2016
11505,XO-7 b,764,0.709 Jupiters,10.521,2019
11506,YSES 2 b,357,6.3 Jupiters,10.885,2021
11507,YZ Ceti b,12,0.7 Earths,12.074,2017
11508,YZ Ceti c,12,1.14 Earths,12.074,2017
11509,YZ Ceti d,12,1.09 Earths,12.074,2017
11510,Wolf 1061 b,14,1.91 Earths,10.1,2015
11511,Wolf 1061 c,14,3.41 Earths,10.1,2015
11512,Wolf 1061 d,14,7.7 Earths,10.1,2015
11513,Wolf 503 b,145,6.26 Earths,10.27,2018
11514,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11515,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11516,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11517,XO-1 b,534,0.83 Jupiters,11.251,2006
11518,XO-2 N b,503,0.566 Jupiters,11.246,2007
11519,XO-2 S b,494,0.26 Jupiters,11.196,2014
11520,XO-2 S c,494,1.37 Jupiters,11.196,2014
11521,XO-3 b,695,7.29 Jupiters,9.854,2007
11522,XO-4 b,889,1.42 Jupiters,10.814,2008
11523,XO-5 b,901,1.19 Jupiters,12.198,2008
11524,XO-6 b,768,4.4 Jupiters,10.247,2016
11525,XO-7 b,764,0.709 Jupiters,10.521,2019
11526,YSES 2 b,357,6.3 Jupiters,10.885,2021
11527,YZ Ceti b,12,0.7 Earths,12.074,2017
11528,YZ Ceti c,12,1.14 Earths,12.074,2017
11529,YZ Ceti d,12,1.09 Earths,12.074,2017
11530,Wolf 1061 b,14,1.91 Earths,10.1,2015
11531,Wolf 1061 c,14,3.41 Earths,10.1,2015
11532,Wolf 1061 d,14,7.7 Earths,10.1,2015
11533,Wolf 503 b,145,6.26 Earths,10.27,2018
11534,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11535,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11536,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11537,XO-1 b,534,0.83 Jupiters,11.251,2006
11538,XO-2 N b,503,0.566 Jupiters,11.246,2007
11539,XO-2 S b,494,0.26 Jupiters,11.196,2014
11540,XO-2 S c,494,1.37 Jupiters,11.196,2014
11541,XO-3 b,695,7.29 Jupiters,9.854,2007
11542,XO-4 b,889,1.42 Jupiters,10.814,2008
11543,XO-5 b,901,1.19 Jupiters,12.198,2008
11544,XO-6 b,768,4.4 Jupiters,10.247,2016
11545,XO-7 b,764,0.709 Jupiters,10.521,2019
11546,YSES 2 b,357,6.3 Jupiters,10.885,2021
11547,YZ Ceti b,12,0.7 Earths,12.074,2017
11548,YZ Ceti c,12,1.14 Earths,12.074,2017
11549,YZ Ceti d,12,1.09 Earths,12.074,2017
11550,Wolf 1061 b,14,1.91 Earths,10.1,2015
11551,Wolf 1061 c,14,3.41 Earths,10.1,2015
11552,Wolf 1061 d,14,7.7 Earths,10.1,2015
11553,Wolf 503 b,145,6.26 Earths,10.27,2018
11554,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11555,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11556,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11557,XO-1 b,534,0.83 Jupiters,11.251,2006
11558,XO-2 N b,503,0.566 Jupiters,11.246,2007
11559,XO-2 S b,494,0.26 Jupiters,11.196,2014
11560,XO-2 S c,494,1.37 Jupiters,11.196,2014
11561,XO-3 b,695,7.29 Jupiters,9.854,2007
11562,XO-4 b,889,1.42 Jupiters,10.814,2008
11563,XO-5 b,901,1.19 Jupiters,12.198,2008
11564,XO-6 b,768,4.4 Jupiters,10.247,2016
11565,XO-7 b,764,0.709 Jupiters,10.521,2019
11566,YSES 2 b,357,6.3 Jupiters,10.885,2021
11567,YZ Ceti b,12,0.7 Earths,12.074,2017
11568,YZ Ceti c,12,1.14 Earths,12.074,2017
11569,YZ Ceti d,12,1.09 Earths,12.074,2017
11570,Wolf 1061 b,14,1.91 Earths,10.1,2015
11571,Wolf 1061 c,14,3.41 Earths,10.1,2015
11572,Wolf 1061 d,14,7.7 Earths,10.1,2015
11573,Wolf 503 b,145,6.26 Earths,10.27,2018
11574,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11575,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11576,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11577,XO-1 b,534,0.83 Jupiters,11.251,2006
11578,XO-2 N b,503,0.566 Jupiters,11.246,2007
11579,XO-2 S b,494,0.26 Jupiters,11.196,2014
11580,XO-2 S c,494,1.37 Jupiters,11.196,2014
11581,XO-3 b,695,7.29 Jupiters,9.854,2007
11582,XO-4 b,889,1.42 Jupiters,10.814,2008
11583,XO-5 b,901,1.19 Jupiters,12.198,2008
11584,XO-6 b,768,4.4 Jupiters,10.247,2016
11585,XO-7 b,764,0.709 Jupiters,10.521,2019
11586,YSES 2 b,357,6.3 Jupiters,10.885,2021
11587,YZ Ceti b,12,0.7 Earths,12.074,2017
11588,YZ Ceti c,12,1.14 Earths,12.074,2017
11589,YZ Ceti d,12,1.09 Earths,12.074,2017
11590,Wolf 1061 b,14,1.91 Earths,10.1,2015
11591,Wolf 1061 c,14,3.41 Earths,10.1,2015
11592,Wolf 1061 d,14,7.7 Earths,10.1,2015
11593,Wolf 503 b,145,6.26 Earths,10.27,2018
11594,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11595,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11596,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11597,XO-1 b,534,0.83 Jupiters,11.251,2006
11598,XO-2 N b,503,0.566 Jupiters,11.246,2007
11599,XO-2 S b,494,0.26 Jupiters,11.196,2014
11600,XO-2 S c,494,1.37 Jupiters,11.196,2014
11601,XO-3 b,695,7.29 Jupiters,9.854,2007
11602,XO-4 b,889,1.42 Jupiters,10.814,2008
11603,XO-5 b,901,1.19 Jupiters,12.198,2008
11604,XO-6 b,768,4.4 Jupiters,10.247,2016
11605,XO-7 b,764,0.709 Jupiters,10.521,2019
11606,YSES 2 b,357,6.3 Jupiters,10.885,2021
11607,YZ Ceti b,12,0.7 Earths,12.074,2017
11608,YZ Ceti c,12,1.14 Earths,12.074,2017
11609,YZ Ceti d,12,1.09 Earths,12.074,2017
11610,Wolf 1061 b,14,1.91 Earths,10.1,2015
11611,Wolf 1061 c,14,3.41 Earths,10.1,2015
11612,Wolf 1061 d,14,7.7 Earths,10.1,2015
11613,Wolf 503 b,145,6.26 Earths,10.27,2018
11614,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11615,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11616,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11617,XO-1 b,534,0.83 Jupiters,11.251,2006
11618,XO-2 N b,503,0.566 Jupiters,11.246,2007
11619,XO-2 S b,494,0.26 Jupiters,11.196,2014
11620,XO-2 S c,494,1.37 Jupiters,11.196,2014
11621,XO-3 b,695,7.29 Jupiters,9.854,2007
11622,XO-4 b,889,1.42 Jupiters,10.814,2008
11623,XO-5 b,901,1.19 Jupiters,12.198,2008
11624,XO-6 b,768,4.4 Jupiters,10.247,2016
11625,XO-7 b,764,0.709 Jupiters,10.521,2019
11626,YSES 2 b,357,6.3 Jupiters,10.885,2021
11627,YZ Ceti b,12,0.7 Earths,12.074,2017
11628,YZ Ceti c,12,1.14 Earths,12.074,2017
11629,YZ Ceti d,12,1.09 Earths,12.074,2017
11630,Wolf 1061 b,14,1.91 Earths,10.1,2015
11631,Wolf 1061 c,14,3.41 Earths,10.1,2015
11632,Wolf 1061 d,14,7.7 Earths,10.1,2015
11633,Wolf 503 b,145,6.26 Earths,10.27,2018
11634,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11635,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11636,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11637,XO-1 b,534,0.83 Jupiters,11.251,2006
11638,XO-2 N b,503,0.566 Jupiters,11.246,2007
11639,XO-2 S b,494,0.26 Jupiters,11.196,2014
11640,XO-2 S c,494,1.37 Jupiters,11.196,2014
11641,XO-3 b,695,7.29 Jupiters,9.854,2007
11642,XO-4 b,889,1.42 Jupiters,10.814,2008
11643,XO-5 b,901,1.19 Jupiters,12.198,2008
11644,XO-6 b,768,4.4 Jupiters,10.247,2016
11645,XO-7 b,764,0.709 Jupiters,10.521,2019
11646,YSES 2 b,357,6.3 Jupiters,10.885,2021
11647,YZ Ceti b,12,0.7 Earths,12.074,2017
11648,YZ Ceti c,12,1.14 Earths,12.074,2017
11649,YZ Ceti d,12,1.09 Earths,12.074,2017
11650,Wolf 1061 b,14,1.91 Earths,10.1,2015
11651,Wolf 1061 c,14,3.41 Earths,10.1,2015
11652,Wolf 1061 d,14,7.7 Earths,10.1,2015
11653,Wolf 503 b,145,6.26 Earths,10.27,2018
11654,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11655,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11656,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11657,XO-1 b,534,0.83 Jupiters,11.251,2006
11658,XO-2 N b,503,0.566 Jupiters,11.246,2007
11659,XO-2 S b,494,0.26 Jupiters,11.196,2014
11660,XO-2 S c,494,1.37 Jupiters,11.196,2014
11661,XO-3 b,695,7.29 Jupiters,9.854,2007
11662,XO-4 b,889,1.42 Jupiters,10.814,2008
11663,XO-5 b,901,1.19 Jupiters,12.198,2008
11664,XO-6 b,768,4.4 Jupiters,10.247,2016
11665,XO-7 b,764,0.709 Jupiters,10.521,2019
11666,YSES 2 b,357,6.3 Jupiters,10.885,2021
11667,YZ Ceti b,12,0.7 Earths,12.074,2017
11668,YZ Ceti c,12,1.14 Earths,12.074,2017
11669,YZ Ceti d,12,1.09 Earths,12.074,2017
11670,Wolf 1061 b,14,1.91 Earths,10.1,2015
11671,Wolf 1061 c,14,3.41 Earths,10.1,2015
11672,Wolf 1061 d,14,7.7 Earths,10.1,2015
11673,Wolf 503 b,145,6.26 Earths,10.27,2018
11674,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11675,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11676,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11677,XO-1 b,534,0.83 Jupiters,11.251,2006
11678,XO-2 N b,503,0.566 Jupiters,11.246,2007
11679,XO-2 S b,494,0.26 Jupiters,11.196,2014
11680,XO-2 S c,494,1.37 Jupiters,11.196,2014
11681,XO-3 b,695,7.29 Jupiters,9.854,2007
11682,XO-4 b,889,1.42 Jupiters,10.814,2008
11683,XO-5 b,901,1.19 Jupiters,12.198,2008
11684,XO-6 b,768,4.4 Jupiters,10.247,2016
11685,XO-7 b,764,0.709 Jupiters,10.521,2019
11686,YSES 2 b,357,6.3 Jupiters,10.885,2021
11687,YZ Ceti b,12,0.7 Earths,12.074,2017
11688,YZ Ceti c,12,1.14 Earths,12.074,2017
11689,YZ Ceti d,12,1.09 Earths,12.074,2017
11690,Wolf 1061 b,14,1.91 Earths,10.1,2015
11691,Wolf 1061 c,14,3.41 Earths,10.1,2015
11692,Wolf 1061 d,14,7.7 Earths,10.1,2015
11693,Wolf 503 b,145,6.26 Earths,10.27,2018
11694,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11695,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11696,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11697,XO-1 b,534,0.83 Jupiters,11.251,2006
11698,XO-2 N b,503,0.566 Jupiters,11.246,2007
11699,XO-2 S b,494,0.26 Jupiters,11.196,2014
11700,XO-2 S c,494,1.37 Jupiters,11.196,2014
11701,XO-3 b,695,7.29 Jupiters,9.854,2007
11702,XO-4 b,889,1.42 Jupiters,10.814,2008
11703,XO-5 b,901,1.19 Jupiters,12.198,2008
11704,XO-6 b,768,4.4 Jupiters,10.247,2016
11705,XO-7 b,764,0.709 Jupiters,10.521,2019
11706,YSES 2 b,357,6.3 Jupiters,10.885,2021
11707,YZ Ceti b,12,0.7 Earths,12.074,2017
11708,YZ Ceti c,12,1.14 Earths,12.074,2017
11709,YZ Ceti d,12,1.09 Earths,12.074,2017
11710,Wolf 1061 b,14,1.91 Earths,10.1,2015
11711,Wolf 1061 c,14,3.41 Earths,10.1,2015
11712,Wolf 1061 d,14,7.7 Earths,10.1,2015
11713,Wolf 503 b,145,6.26 Earths,10.27,2018
11714,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11715,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11716,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11717,XO-1 b,534,0.83 Jupiters,11.251,2006
11718,XO-2 N b,503,0.566 Jupiters,11.246,2007
11719,XO-2 S b,494,0.26 Jupiters,11.196,2014
11720,XO-2 S c,494,1.37 Jupiters,11.196,2014
11721,XO-3 b,695,7.29 Jupiters,9.854,2007
11722,XO-4 b,889,1.42 Jupiters,10.814,2008
11723,XO-5 b,901,1.19 Jupiters,12.198,2008
11724,XO-6 b,768,4.4 Jupiters,10.247,2016
11725,XO-7 b,764,0.709 Jupiters,10.521,2019
11726,YSES 2 b,357,6.3 Jupiters,10.885,2021
11727,YZ Ceti b,12,0.7 Earths,12.074,2017
11728,YZ Ceti c,12,1.14 Earths,12.074,2017
11729,YZ Ceti d,12,1.09 Earths,12.074,2017
11730,Wolf 1061 b,14,1.91 Earths,10.1,2015
11731,Wolf 1061 c,14,3.41 Earths,10.1,2015
11732,Wolf 1061 d,14,7.7 Earths,10.1,2015
11733,Wolf 503 b,145,6.26 Earths,10.27,2018
11734,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11735,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11736,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11737,XO-1 b,534,0.83 Jupiters,11.251,2006
11738,XO-2 N b,503,0.566 Jupiters,11.246,2007
11739,XO-2 S b,494,0.26 Jupiters,11.196,2014
11740,XO-2 S c,494,1.37 Jupiters,11.196,2014
11741,XO-3 b,695,7.29 Jupiters,9.854,2007
11742,XO-4 b,889,1.42 Jupiters,10.814,2008
11743,XO-5 b,901,1.19 Jupiters,12.198,2008
11744,XO-6 b,768,4.4 Jupiters,10.247,2016
11745,XO-7 b,764,0.709 Jupiters,10.521,2019
11746,YSES 2 b,357,6.3 Jupiters,10.885,2021
11747,YZ Ceti b,12,0.7 Earths,12.074,2017
11748,YZ Ceti c,12,1.14 Earths,12.074,2017
11749,YZ Ceti d,12,1.09 Earths,12.074,2017
11750,Wolf 1061 b,14,1.91 Earths,10.1,2015
11751,Wolf 1061 c,14,3.41 Earths,10.1,2015
11752,Wolf 1061 d,14,7.7 Earths,10.1,2015
11753,Wolf 503 b,145,6.26 Earths,10.27,2018
11754,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11755,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11756,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11757,XO-1 b,534,0.83 Jupiters,11.251,2006
11758,XO-2 N b,503,0.566 Jupiters,11.246,2007
11759,XO-2 S b,494,0.26 Jupiters,11.196,2014
11760,XO-2 S c,494,1.37 Jupiters,11.196,2014
11761,XO-3 b,695,7.29 Jupiters,9.854,2007
11762,XO-4 b,889,1.42 Jupiters,10.814,2008
11763,XO-5 b,901,1.19 Jupiters,12.198,2008
11764,XO-6 b,768,4.4 Jupiters,10.247,2016
11765,XO-7 b,764,0.709 Jupiters,10.521,2019
11766,YSES 2 b,357,6.3 Jupiters,10.885,2021
11767,YZ Ceti b,12,0.7 Earths,12.074,2017
11768,YZ Ceti c,12,1.14 Earths,12.074,2017
11769,YZ Ceti d,12,1.09 Earths,12.074,2017
11770,Wolf 1061 b,14,1.91 Earths,10.1,2015
11771,Wolf 1061 c,14,3.41 Earths,10.1,2015
11772,Wolf 1061 d,14,7.7 Earths,10.1,2015
11773,Wolf 503 b,145,6.26 Earths,10.27,2018
11774,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11775,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11776,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11777,XO-1 b,534,0.83 Jupiters,11.251,2006
11778,XO-2 N b,503,0.566 Jupiters,11.246,2007
11779,XO-2 S b,494,0.26 Jupiters,11.196,2014
11780,XO-2 S c,494,1.37 Jupiters,11.196,2014
11781,XO-3 b,695,7.29 Jupiters,9.854,2007
11782,XO-4 b,889,1.42 Jupiters,10.814,2008
11783,XO-5 b,901,1.19 Jupiters,12.198,2008
11784,XO-6 b,768,4.4 Jupiters,10.247,2016
11785,XO-7 b,764,0.709 Jupiters,10.521,2019
11786,YSES 2 b,357,6.3 Jupiters,10.885,2021
11787,YZ Ceti b,12,0.7 Earths,12.074,2017
11788,YZ Ceti c,12,1.14 Earths,12.074,2017
11789,YZ Ceti d,12,1.09 Earths,12.074,2017
11790,Wolf 1061 b,14,1.91 Earths,10.1,2015
11791,Wolf 1061 c,14,3.41 Earths,10.1,2015
11792,Wolf 1061 d,14,7.7 Earths,10.1,2015
11793,Wolf 503 b,145,6.26 Earths,10.27,2018
11794,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11795,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11796,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11797,XO-1 b,534,0.83 Jupiters,11.251,2006
11798,XO-2 N b,503,0.566 Jupiters,11.246,2007
11799,XO-2 S b,494,0.26 Jupiters,11.196,2014
11800,XO-2 S c,494,1.37 Jupiters,11.196,2014
11801,XO-3 b,695,7.29 Jupiters,9.854,2007
11802,XO-4 b,889,1.42 Jupiters,10.814,2008
11803,XO-5 b,901,1.19 Jupiters,12.198,2008
11804,XO-6 b,768,4.4 Jupiters,10.247,2016
11805,XO-7 b,764,0.709 Jupiters,10.521,2019
11806,YSES 2 b,357,6.3 Jupiters,10.885,2021
11807,YZ Ceti b,12,0.7 Earths,12.074,2017
11808,YZ Ceti c,12,1.14 Earths,12.074,2017
11809,YZ Ceti d,12,1.09 Earths,12.074,2017
11810,Wolf 1061 b,14,1.91 Earths,10.1,2015
11811,Wolf 1061 c,14,3.41 Earths,10.1,2015
11812,Wolf 1061 d,14,7.7 Earths,10.1,2015
11813,Wolf 503 b,145,6.26 Earths,10.27,2018
11814,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11815,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11816,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11817,XO-1 b,534,0.83 Jupiters,11.251,2006
11818,XO-2 N b,503,0.566 Jupiters,11.246,2007
11819,XO-2 S b,494,0.26 Jupiters,11.196,2014
11820,XO-2 S c,494,1.37 Jupiters,11.196,2014
11821,XO-3 b,695,7.29 Jupiters,9.854,2007
11822,XO-4 b,889,1.42 Jupiters,10.814,2008
11823,XO-5 b,901,1.19 Jupiters,12.198,2008
11824,XO-6 b,768,4.4 Jupiters,10.247,2016
11825,XO-7 b,764,0.709 Jupiters,10.521,2019
11826,YSES 2 b,357,6.3 Jupiters,10.885,2021
11827,YZ Ceti b,12,0.7 Earths,12.074,2017
11828,YZ Ceti c,12,1.14 Earths,12.074,2017
11829,YZ Ceti d,12,1.09 Earths,12.074,2017
11830,Wolf 1061 b,14,1.91 Earths,10.1,2015
11831,Wolf 1061 c,14,3.41 Earths,10.1,2015
11832,Wolf 1061 d,14,7.7 Earths,10.1,2015
11833,Wolf 503 b,145,6.26 Earths,10.27,2018
11834,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11835,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11836,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11837,XO-1 b,534,0.83 Jupiters,11.251,2006
11838,XO-2 N b,503,0.566 Jupiters,11.246,2007
11839,XO-2 S b,494,0.26 Jupiters,11.196,2014
11840,XO-2 S c,494,1.37 Jupiters,11.196,2014
11841,XO-3 b,695,7.29 Jupiters,9.854,2007
11842,XO-4 b,889,1.42 Jupiters,10.814,2008
11843,XO-5 b,901,1.19 Jupiters,12.198,2008
11844,XO-6 b,768,4.4 Jupiters,10.247,2016
11845,XO-7 b,764,0.709 Jupiters,10.521,2019
11846,YSES 2 b,357,6.3 Jupiters,10.885,2021
11847,YZ Ceti b,12,0.7 Earths,12.074,2017
11848,YZ Ceti c,12,1.14 Earths,12.074,2017
11849,YZ Ceti d,12,1.09 Earths,12.074,2017
11850,Wolf 1061 b,14,1.91 Earths,10.1,2015
11851,Wolf 1061 c,14,3.41 Earths,10.1,2015
11852,Wolf 1061 d,14,7.7 Earths,10.1,2015
11853,Wolf 503 b,145,6.26 Earths,10.27,2018
11854,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11855,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11856,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11857,XO-1 b,534,0.83 Jupiters,11.251,2006
11858,XO-2 N b,503,0.566 Jupiters,11.246,2007
11859,XO-2 S b,494,0.26 Jupiters,11.196,2014
11860,XO-2 S c,494,1.37 Jupiters,11.196,2014
11861,XO-3 b,695,7.29 Jupiters,9.854,2007
11862,XO-4 b,889,1.42 Jupiters,10.814,2008
11863,XO-5 b,901,1.19 Jupiters,12.198,2008
11864,XO-6 b,768,4.4 Jupiters,10.247,2016
11865,XO-7 b,764,0.709 Jupiters,10.521,2019
11866,YSES 2 b,357,6.3 Jupiters,10.885,2021
11867,YZ Ceti b,12,0.7 Earths,12.074,2017
11868,YZ Ceti c,12,1.14 Earths,12.074,2017
11869,YZ Ceti d,12,1.09 Earths,12.074,2017
11870,Wolf 1061 b,14,1.91 Earths,10.1,2015
11871,Wolf 1061 c,14,3.41 Earths,10.1,2015
11872,Wolf 1061 d,14,7.7 Earths,10.1,2015
11873,Wolf 503 b,145,6.26 Earths,10.27,2018
11874,WTS-1 b,7653,4.01 Jupiters,16.644,2012
11875,WTS-2 b,3362,1.12 Jupiters,15.954,2014
11876,Xi Aquilae b,183,2.8 Jupiters,4.70964,2007
11877,XO-1 b,534,0.83 Jupiters,11.251,2006
11878,XO-2 N b,503,0.566 Jupiters,11.246,2007
11879,XO-2 S b,494,0.26 Jupiters,11.196,2014
